recovery,day,prop_infected
14,29,0.24644123497175824
14,30,0.27727790676481895
14,31,0.3079427104237117
14,32,0.3373359871065366
14,33,0.3643347202968436
14,34,0.3879107452755534
14,35,0.4072417502816268
14,36,0.4217909815780079
14,37,0.43134005576108086
14,38,0.4359729081625204
14,39,0.4360216655838593
14,40,0.43199224323558855
14,41,0.4244874599158765
14,42,0.4141405331028229
14,43,0.40156530473203067
14,44,0.3873240659744025
14,45,0.37191049266918175
14,46,0.355743859810038
14,47,0.33917071600105486
14,48,0.3224708800829882
14,49,0.3058654857204262
14,50,0.28952558443227416
14,51,0.2735804254160539
14,52,0.258124954775858
14,53,0.24322634928476464
14,54,0.22892956137008413
14,55,0.2152619388850213
14,56,0.20223702309686112
14,57,0.1898576404467936
14,58,0.17811840059169612
14,59,0.1670077027973851
14,60,0.15650933947749895
14,61,0.1466037720791387
14,62,0.1372691418762921
14,63,0.12848206708797033
14,64,0.12021826822926236
14,65,0.11245305566103957
14,66,0.10516170676372574
14,67,0.09831975482656836
14,68,0.09190320742186406
14,69,0.08588870854651594
14,70,0.08025365600732418
14,71,0.07497628327186065
14,72,0.07003571319642793
14,73,0.06541198958893772
14,74,0.06108609139676533
14,75,0.05703993337080562
14,76,0.053256356301458016
14,77,0.049719109313643824
14,78,0.04641282621710465
14,79,0.04332299751191964
14,80,0.04043593932887224
14,81,0.037738760325183654
14,82,0.035219327346365153
14,83,0.03286623049503835
14,84,0.030668748109921318
14,85,0.028616812046663134
14,86,0.026700973561906087
14,87,0.024912370028891573
14,88,0.023242692653892026
14,89,0.021684155315147474
14,90,0.02022946460770201
14,91,0.01887179114685821
14,92,0.01760474215849981
14,93,0.016422335365136313
14,94,0.015318974161266704
14,95,0.014289424059782434
14,96,0.013328790382008031
14,97,0.012432497157100073
14,98,0.011596267191471549
14,99,0.010816103265333814
15,0,0.0005
15,1,0.0007665166666666666
15,2,0.0010850296830420556
15,3,0.0014682391055851854
15,4,0.001931710757619501
15,5,0.0024945201122152398
15,6,0.0031800318705330517
15,7,0.00401683958874175
15,8,0.0050398917168985105
15,9,0.006291831106372093
15,10,0.00782457328876433
15,11,0.00970114289744933
15,12,0.011997774916570114
15,13,0.01480626428380639
15,14,0.018236508562489137
15,15,0.022419127032247705
15,16,0.027507946979023132
15,17,0.033682014380155806
15,18,0.041146602375101066
15,19,0.050132452238379144
15,20,0.06089219533888952
15,21,0.07369260227052812
15,22,0.0888010601828147
15,23,0.10646462668477402
15,24,0.12688036047103946
15,25,0.15015666214048398
15,26,0.1762673461055497
15,27,0.20500320988423854
15,28,0.23592964011224693
15,29,0.26836224740287395
15,30,0.3013738202124157
15,31,0.33384289693857216
15,32,0.3645457726545622
15,33,0.39228107026371356
15,34,0.4160035624300412
15,35,0.4349377976144749
15,36,0.4486463560123203
15,37,0.4570411424777012
15,38,0.4603428565103817
15,39,0.4590062858352665
15,40,0.4536332140991024
15,41,0.4448912253105447
15,42,0.4334492990084542
15,43,0.4199337190320364
15,44,0.40490268508218286
15,45,0.3888355250963244
15,46,0.37213191506001225
15,47,0.3551171253646092
15,48,0.33805031899518906
15,49,0.32113391240227235
15,50,0.3045227994838963
15,51,0.28833279966404146
15,52,0.272648054478313
15,53,0.2575273138812489
15,54,0.2430091709954895
15,55,0.22911635898412597
15,56,0.21585924185823072
15,57,0.20323862908184903
15,58,0.19124803210678815
15,59,0.1798754654548068
15,60,0.1691048789405188
15,61,0.15891729272810104
15,62,0.1492916938256444
15,63,0.1402057415120069
15,64,0.13163631996932804
15,65,0.12355996885087596
15,66,0.11595321640349407
15,67,0.10879283484639626
15,68,0.10205603376699159
15,69,0.09572060414372367
15,70,0.08976502309021997
15,71,0.0841685274070668
15,72,0.07891116242427552
15,73,0.07397381133637444
15,74,0.06933820920715386
15,75,0.06498694500003015
15,76,0.06090345433123078
15,77,0.05707200511361009
15,78,0.05347767783279243
15,79,0.05010634185381931
15,80,0.04694462887912974
15,81,0.04397990445447844
15,82,0.0412002382379052
15,83,0.0385943735998214
15,84,0.03615169700305295
15,85,0.03386220751496553
15,86,0.0317164867253378
15,87,0.02970566928001379
15,88,0.027821414188792002
15,89,0.026055877024262417
15,90,0.024401683094573093
15,91,0.02285190164592683
15,92,0.0214000211287802
15,93,0.020039925544268294
15,94,0.018765871873513317
15,95,0.017572468581543297
15,96,0.01645465517901537
15,97,0.015407682818369205
15,98,0.014427095896070257
15,99,0.013508714628944565
16,0,0.0005
16,1,0.0007686
16,2,0.001091425627674
16,3,0.0014818397555411745
16,4,0.0019562868851199563
16,5,0.0025349978031749035
16,6,0.0032428458949392953
16,7,0.0041103830429909845
16,8,0.005175085529572164
16,9,0.006482841382371821
16,10,0.008089708842491258
16,11,0.010063969051648745
16,12,0.012488481597724359
16,13,0.015463324780865276
16,14,0.01910865713696448
16,15,0.023567664536305048
16,16,0.029009347578077323
16,17,0.03563074513683659
16,18,0.043657970777347344
16,19,0.053345154301077835
16,20,0.06497004142221519
16,21,0.07882465230248373
16,22,0.09519912992088778
16,23,0.11435689655922257
16,24,0.13649975005079815
16,25,0.16172291227642197
16,26,0.18996260132595044
16,27,0.2209424875358511
16,28,0.2541298579775671
16,29,0.2887159678165747
16,30,0.32363551698485976
16,31,0.35763500377698265
16,32,0.3893880749621278
16,33,0.41764058284816785
16,34,0.44135516220358506
16,35,0.4598218170231911
16,36,0.4727103553159682
16,37,0.4800587534608727
16,38,0.482210022454472
16,39,0.4797210068083448
16,40,0.47326719497549063
16,41,0.4635608989831975
16,42,0.451291084531224
16,43,0.43708561399932205
16,44,0.4214922613862185
16,45,0.4049732939322139
16,46,0.3879086584963198
16,47,0.37060386115848304
16,48,0.35329982602223614
16,49,0.3361830424968405
16,50,0.3193950631400542
16,51,0.3030409136383656
16,52,0.2871962801700643
16,53,0.27191350767260664
16,54,0.25722652447403516
16,55,0.24315483937991553
16,56,0.22970675967361856
16,57,0.216881966818934
16,58,0.20467356924937968
16,59,0.1930697330323477
16,60,0.1820549736896791
16,61,0.17161117701978737
16,62,0.16171840367179685
16,63,0.15235552138274272
16,64,0.1435006999590417
16,65,0.13513179696662003
16,66,0.12722665639776812
16,67,0.1197633380435021
16,68,0.11272029169223464
16,69,0.10607648741134805
16,70,0.09981151089506375
16,71,0.09390563105699452
16,72,0.08833984561106545
16,73,0.08309590924252788
16,74,0.07815634806031599
16,75,0.0735044632947385
16,76,0.06912432662245288
16,77,0.0650007690339088
16,78,0.06111936478339262
16,79,0.0574664116598515
16,80,0.05402890857312876
16,81,0.050794531253463275
16,82,0.04775160670286883
16,83,0.044889086907973594
16,84,0.04219652221921987
16,85,0.03966403471632685
16,86,0.03728229181086457
16,87,0.035042480280671216
16,88,0.032936280885251565
16,89,0.030955843674271406
16,90,0.029093764071233725
16,91,0.02734305979010889
16,92,0.025697148623053917
16,93,0.024149827121549082
16,94,0.02269525018061349
16,95,0.021327911525669853
16,96,0.02004262509365059
16,97,0.018834507293692498
16,98,0.0176989601279441
16,99,0.016631655149350996
17,0,0.0005
17,1,0.0007704382352941177
17,2,0.0010970835257633166
17,3,0.0014939067950429214
17,4,0.001978160381951043
17,5,0.002571140096308962
17,6,0.0032991142693443295
17,7,0.004194451239872358
17,8,0.005296979697271725
17,9,0.006655617673140679
17,10,0.008330304231678895
17,11,0.010394260708674948
17,12,0.012936592145606423
17,13,0.016065209172015312
17,14,0.019909998692358048
17,15,0.024626088492299924
17,16,0.030396923898989184
17,17,0.03743668987242977
17,18,0.045991356537758515
17,19,0.056337294916048775
17,20,0.06877601672572418
17,21,0.0836231910563521
17,22,0.10118980177711165
17,23,0.12175335022294197
17,24,0.14551770812578826
17,25,0.17256199254496404
17,26,0.2027820071914072
17,27,0.2358323441462259
17,28,0.2710823368062321
17,29,0.30760271889202484
17,30,0.3441991396835633
17,31,0.37950096649099524
17,32,0.4120989524834052
17,33,0.4407076821990469
17,34,0.4643163271033811
17,35,0.48229169175588854
17,36,0.49441218458698455
17,37,0.5008334619252198
17,38,0.5020054194936113
17,39,0.4985684275326426
17,40,0.49125371147574826
17,41,0.4808033851231925
17,42,0.4679155973166164
17,43,0.45321308488352186
17,44,0.43722992453815307
17,45,0.4204105835828732
17,46,0.4031162035049047
17,47,0.3856344014486639
17,48,0.36819016918766717
17,49,0.35095645996804153
17,50,0.334063750317679
17,51,0.317608300431716
17,52,0.30165908643732087
17,53,0.2862635054835025
17,54,0.2714520083340033
17,55,0.25724182633331616
17,56,0.2436399505366313
17,57,0.2306455023911532
17,58,0.21825161424608927
17,59,0.20644691753681507
17,60,0.19521671825397782
17,61,0.18454392376714013
17,62,0.17440977219937334
17,63,0.164794405080578
17,64,0.15567731559648376
17,65,0.14703769804596103
17,66,0.13885471880187802
17,67,0.1311077248657028
17,68,0.12377640278543874
17,69,0.11684089808513884
17,70,0.11028190328390482
17,71,0.10408072094533237
17,72,0.09821930690210488
17,73,0.09268029777205546
17,74,0.08744702606446444
17,75,0.08250352552397376
17,76,0.07783452883931777
17,77,0.0734254594277038
17,78,0.06926241867163889
17,79,0.06533216971641323
17,80,0.06162211872002875
17,81,0.05812029427261755
17,82,0.054815325561040906
17,83,0.05169641973982085
17,84,0.04875333887660903
17,85,0.04597637676487778
17,86,0.043356335835098375
17,87,0.04088450434568589
17,88,0.0385526339942969
17,89,0.036352918056940374
17,90,0.03427797013541073
17,91,0.03232080357164653
17,92,0.03047481156984448
17,93,0.028733748052770357
17,94,0.027091709267099987
17,95,0.02554311614329768
17,96,0.024082697408090627
17,97,0.022705473441691933
17,98,0.021406740867288603
17,99,0.020182057856717738
18,0,0.0005
18,1,0.0007720722222222222
18,2,0.001102124115640821
18,3,0.001504685489646863
18,4,0.001997752762581594
18,5,0.0026036051483679583
18,6,0.0033498025236374934
18,7,0.004270399844307765
18,8,0.005407416456569327
18,9,0.006812600380036019
18,10,0.008549525940948289
18,11,0.01069605534609174
18,12,0.013347176875587365
18,13,0.016618198393109136
18,14,0.02064821640602563
18,15,0.0256036865834959
18,16,0.03168177710374978
18,17,0.03911297522052594
18,18,0.0481621253577255
18,19,0.05912669850864867
18,20,0.07233064624878713
18,21,0.08811174453191573
18,22,0.10680002989023991
18,23,0.12868503724716093
18,24,0.1539704584682909
18,25,0.1827170252051659
18,26,0.21477823607252067
18,27,0.2497388585402703
18,28,0.28687178824057286
18,29,0.3251323272948696
18,30,0.36320678162993436
18,31,0.3996217847046312
18,32,0.43290275084141255
18,33,0.46175050627645975
18,34,0.4851941886158428
18,35,0.5026834002255631
18,36,0.5141024284374157
18,37,0.5197143752800104
18,38,0.5200612564595213
18,39,0.5158511174992398
18,40,0.5078567504355149
18,41,0.4968391389617077
18,42,0.48349833236167156
18,43,0.46844794150419833
18,44,0.4522068931397622
18,45,0.4352021514298038
18,46,0.4177774049085734
18,47,0.4002042622656546
18,48,0.38269382929634216
18,49,0.36540750952329515
18,50,0.34846650483468067
18,51,0.3319598695191128
18,52,0.3159511738341237
18,53,0.3004839274236049
18,54,0.2855859443725357
18,55,0.2712728298756483
18,56,0.2575507510632877
18,57,0.24441863143734738
18,58,0.23186988485231116
18,59,0.21989378349578362
18,60,0.20847653581182424
18,61,0.19760213490439646
18,62,0.18725302541661246
18,63,0.17741062681740608
18,64,0.1680557430267241
18,65,0.15916888198806167
18,66,0.15073050381895037
18,67,0.14272121225734163
18,68,0.13512190104842667
18,69,0.12791386450142214
18,70,0.12107887954620113
18,71,0.11459926512304915
18,72,0.10845792355748063
18,73,0.10263836763749895
18,74,0.09712473636960461
18,75,0.09190180180072896
18,76,0.08695496882374196
18,77,0.0822702695090112
18,78,0.07783435320395178
18,79,0.0736344734011583
18,80,0.06965847218143187
18,81,0.06589476288127041
18,82,0.062332311507660554
18,83,0.05896061732034418
18,84,0.055769692918417504
18,85,0.05275004410040162
18,86,0.04989264971181076
18,87,0.04718894164934438
18,88,0.044630785154222676
18,89,0.04221045949732941
18,90,0.039920639134476014
18,91,0.03775437539025072
18,92,0.03570507871275065
18,93,0.03376650152834982
18,94,0.03193272171499255
18,95,0.03019812670387842
18,96,0.028557398212460974
18,97,0.027005497606121847
18,98,0.025537651881461707
18,99,0.02414934026066899
19,0,0.0005
19,1,0.0007735342105263158
19,2,0.0011066431696693255
19,3,0.0015143715077479791
19,4,0.002015402425102403
19,5,0.0026329248923536177
19,6,0.003395696559359957
19,7,0.004339340570651123
19,8,0.005507918457803255
19,9,0.0069558233820985055
19,10,0.008750036361375963
19,11,0.010972779771460262
19,12,0.013724582834046737
19,13,0.01712773628842932
19,14,0.02133004845773768
19,15,0.026508709537559273
19,16,0.03287390881448736
19,17,0.0406716122144466
19,18,0.050184578630100105
19,19,0.061730267612486865
19,20,0.07565379148149623
19,21,0.09231357181114488
19,22,0.11205704960026105
19,23,0.13518398234072965
19,24,0.16189599987447234
19,25,0.19223371823691654
19,26,0.2260071904734891
19,27,0.2627315305079892
19,28,0.30158566580353063
19,29,0.34141527871431904
19,30,0.3807971279513813
19,31,0.41816852397836857
19,32,0.4520047531593418
19,33,0.48100680860167694
19,34,0.504253036598554
19,35,0.5212780559938068
19,36,0.5320669277781204
19,37,0.5369795169175853
19,38,0.5366365917440662
19,39,0.5318006821194861
19,40,0.5232751345634405
19,41,0.5118318730379001
19,42,0.498168008242771
19,43,0.48288576162289076
19,44,0.4664885198499052
19,45,0.44938655453211307
19,46,0.4319075706248032
19,47,0.4143089083909559
19,48,0.39678954676980027
19,49,0.37950097136769445
19,50,0.3625565410860661
19,51,0.3460393105662947
19,52,0.33000842829112664
19,53,0.31450429695403775
19,54,0.2995526965875605
19,55,0.2851680584364409
19,56,0.2713560539900712
19,57,0.25811563722669184
19,58,0.24544065306059382
19,59,0.23332110295551223
19,60,0.22174414015114982
19,61,0.2106948518088662
19,62,0.20015687321915632
19,63,0.1901128695540053
19,64,0.18054491303263173
19,65,0.1714347773937582
19,66,0.16276416689021322
19,67,0.15451489336412413
19,68,0.14666901210066108
19,69,0.1392089249194886
19,70,0.1321174572081382
19,71,0.1253779142232079
19,72,0.11897412090036011
19,73,0.11289044855796548
19,74,0.10711183120189738
19,75,0.10162377360162378
19,76,0.09641235288026265
19,77,0.09146421502025254
19,78,0.08676656741350887
19,79,0.08230716836615136
19,80,0.07807431429195656
19,81,0.0740568251868681
19,82,0.0702440288623045
19,83,0.06662574432221066
19,84,0.06319226459350631
19,85,0.05993433925838229
19,86,0.056843156887066815
19,87,0.05391032752906162
19,88,0.05112786538769532
19,89,0.04848817177576484
19,90,0.045984018427912145
19,91,0.04360853122730694
19,92,0.0413551743894417
19,93,0.039217735133798476
19,94,0.03719030886433168
19,95,0.03526728487173229
19,96,0.033443332563972965
19,97,0.03171338822641546
19,98,0.03007264230857342
19,99,0.02851652723128587
20,0,0.0005
20,1,0.00077485
20,2,0.0011107176282365001
20,3,0.0015231228412921705
20,4,0.002031384127243171
20,5,0.0026595337769263414
20,6,0.0034374422428674932
20,7,0.004402193004891176
20,8,0.005599753827474864
20,9,0.007086992770934805
20,10,0.008934085754465488
20,11,0.01122735359886947
20,12,0.014072545279889168
20,13,0.01759854314051143
20,14,0.021961394386711675
20,15,0.02734845684193931
20,16,0.03398226732004748
20,17,0.04212347742191204
20,18,0.052071835847827305
20,19,0.06416372340966851
20,20,0.07876419521197374
20,21,0.09625094875294538
20,22,0.11698732324789113
20,23,0.14128170686029576
20,24,0.16933211212999558
20,25,0.20115776938153754
20,26,0.23652474131481943
20,27,0.2748793412878008
20,28,0.3153096311247374
20,29,0.3565578262957723
20,30,0.397100655994814
20,31,0.4352983094442689
20,32,0.46958889704416407
20,33,0.49868443907133564
20,34,0.52171849867356
20,35,0.5383103566653124
20,36,0.5485395050971681
20,37,0.5528522186439788
20,38,0.5519362873788274
20,39,0.5465979136335292
20,40,0.5376625060239308
20,41,0.5259072131741972
20,42,0.5120230495682525
20,43,0.4965996914627464
20,44,0.48012520219677524
20,45,0.46299419732031116
20,46,0.44551983500120823
20,47,0.42794673895015684
20,48,0.4104632533276689
20,49,0.3932122837520515
20,50,0.376300489419922
20,51,0.35980586675683585
20,52,0.34378389367644935
20,53,0.3282724478493432
20,54,0.31329571229203473
20,55,0.2988672608590727
20,56,0.2849924881110385
20,57,0.27167051938612635
20,58,0.25889571088003294
20,59,0.24665882728521482
20,60,0.23494796618057148
20,61,0.22374928355300205
20,62,0.21304756305924547
20,63,0.20282666236488622
20,64,0.19306986263879503
20,65,0.18376014161805143
20,66,0.17488038624726804
20,67,0.1664135574616523
20,68,0.15834281700735198
20,69,0.15065162410529143
20,70,0.1433238081334357
20,71,0.13634362222474938
20,72,0.12969578167489698
20,73,0.12336549026388942
20,74,0.11733845697227299
20,75,0.11160090507866875
20,76,0.10613957523332822
20,77,0.10094172379003853
20,78,0.09599511742922337
20,79,0.0912880249052344
20,80,0.08680920659029652
20,81,0.08254790235828188
20,82,0.07849381824709935
20,83,0.07463711225400317
20,84,0.07096837954959898
20,85,0.06747863734063193
20,86,0.06415930956629384
20,87,0.06100221157580356
20,88,0.0579995349048137
20,89,0.0551438322435067
20,90,0.05242800266904308
20,91,0.04984527719849147
20,92,0.04738920470483632
20,93,0.04505363822758676
20,94,0.042832721700457994
20,95,0.04072087711120857
20,96,0.03871279210269952
20,97,0.0368034080193554
20,98,0.03498790839925653
20,99,0.03326170790891355
